"","species","survival","extinction"
"4643","Platyrrhinus_nitelinea",0.996,0.004
"4644","Platyrrhinus_recifinus",0.99995,5e-05
"4645","Platyrrhinus_umbratus",0.996,0.004
"4646","Platyrrhinus_vittatus",0.99995,5e-05
"4647","Plecotus_ariel",0.996,0.004
"4648","Plecotus_auritus",0.99995,5e-05
"4649","Plecotus_austriacus",0.99995,5e-05
"4650","Plecotus_balensis",0.996,0.004
"4651","Plecotus_begognae",0.996,0.004
"4652","Plecotus_christii",0.996,0.004
"4653","Plecotus_gaisleri",0.996,0.004
"4654","Plecotus_homochrous",0.996,0.004
"4655","Plecotus_kolombatovici",0.99995,5e-05
"4656","Plecotus_kozlovi",0.996,0.004
"4657","Plecotus_macrobullaris",0.99995,5e-05
"4658","Plecotus_ognevi",0.99995,5e-05
"4659","Plecotus_sacrimontis",0.99995,5e-05
"4660","Plecotus_sardus",0.95,0.05
"4661","Plecotus_strelkovi",0.996,0.004
"4662","Plecotus_taivanus",0.996,0.004
"4663","Plecotus_teneriffae",0.95,0.05
"4664","Plecotus_turkmenicus",0.99995,5e-05
"4665","Plecotus_wardi",0.996,0.004
"4666","Plecturocebus_aureipalatii",0.99995,5e-05
"4667","Plecturocebus_baptista",0.99995,5e-05
"4668","Plecturocebus_bernhardi",0.99995,5e-05
"4669","Plecturocebus_brunneus",0.99995,5e-05
"4670","Plecturocebus_caligatus",0.99995,5e-05
"4671","Plecturocebus_caquetensis",0.03,0.97
"4672","Plecturocebus_cinerascens",0.99995,5e-05
"4673","Plecturocebus_cupreus",0.99995,5e-05
"4674","Plecturocebus_discolor",0.99995,5e-05
"4675","Plecturocebus_donacophilus",0.99995,5e-05
"4676","Plecturocebus_hoffmannsi",0.99995,5e-05
"4677","Plecturocebus_miltoni",0.996,0.004
"4678","Plecturocebus_modestus",0.58,0.42
"4679","Plecturocebus_moloch",0.99995,5e-05
"4680","Plecturocebus_oenanthe",0.03,0.97
"4681","Plecturocebus_olallae",0.58,0.42
"4682","Plecturocebus_ornatus",0.95,0.05
"4683","Plecturocebus_pallescens",0.99995,5e-05
"4684","Plecturocebus_stephennashi",0.996,0.004
"4685","Plecturocebus_toppini",0.996,0.004
"4686","Plecturocebus_urubambensis",0.996,0.004
"4687","Plecturocebus_vieirai",0.996,0.004
"4688","Plerotes_anchietae",0.996,0.004
"4689","Podogymnura_aureospinula",0.58,0.42
"4690","Podogymnura_truei",0.99995,5e-05
"4691","Podomys_floridanus",0.996,0.004
"4692","Podoxymys_roraimae",0.95,0.05
"4693","Poecilogale_albinucha",0.99995,5e-05
"4694","Poelagus_marjorita",0.99995,5e-05
"4695","Pogonomelomys_brassi",0.99995,5e-05
"4696","Pogonomelomys_bruijni",0.99995,5e-05
"4697","Pogonomelomys_mayeri",0.99995,5e-05
"4698","Pogonomys_championi",0.996,0.004
"4699","Pogonomys_fergussoniensis",0.58,0.42
"4700","Pogonomys_loriae",0.99995,5e-05
"4701","Pogonomys_macrourus",0.99995,5e-05
"4702","Pogonomys_mollipilosus",0.996,0.004
"4703","Pogonomys_sylvestris",0.99995,5e-05
"4704","Poiana_leightoni",0.95,0.05
"4705","Poiana_richardsonii",0.99995,5e-05
"4706","Poliocitellus_franklinii",0.99995,5e-05
"4707","Pongo_abelii",0.03,0.97
"4708","Pongo_pygmaeus",0.03,0.97
"4709","Pontoporia_blainvillei",0.95,0.05
"4710","Porcula_salvania",0.58,0.42
"4711","Potamochoerus_larvatus",0.99995,5e-05
"4712","Potamochoerus_porcus",0.99995,5e-05
"4713","Potamogale_velox",0.99995,5e-05
"4714","Potorous_gilbertii",0.03,0.97
"4715","Potorous_longipes",0.95,0.05
"4716","Potorous_tridactylus",0.996,0.004
"4717","Potos_flavus",0.99995,5e-05
"4718","Praomys_coetzeei",0.996,0.004
"4719","Praomys_daltoni",0.99995,5e-05
"4720","Praomys_degraaffi",0.95,0.05
"4721","Praomys_delectorum",0.99995,5e-05
"4722","Praomys_hartwigi",0.95,0.05
"4723","Praomys_jacksoni",0.99995,5e-05
"4724","Praomys_lukolelae",0.99995,5e-05
"4725","Praomys_minor",0.99995,5e-05
"4726","Praomys_misonnei",0.99995,5e-05
"4727","Praomys_morio",0.58,0.42
"4728","Praomys_mutoni",0.996,0.004
"4729","Praomys_obscurus",0.58,0.42
"4730","Praomys_petteri",0.99995,5e-05
"4731","Praomys_rostratus",0.99995,5e-05
"4732","Praomys_tullbergi",0.99995,5e-05
"4733","Praomys_verschureni",0.996,0.004
"4734","Presbytis_bicolor",0.996,0.004
"4735","Presbytis_canicrus",0.996,0.004
"4736","Presbytis_chrysomelas",0.03,0.97
"4737","Presbytis_comata",0.58,0.42
"4738","Presbytis_femoralis",0.996,0.004
"4739","Presbytis_frontata",0.95,0.05
"4740","Presbytis_hosei",0.95,0.05
"4741","Presbytis_melalophos",0.58,0.42
"4742","Presbytis_mitrata",0.996,0.004
"4743","Presbytis_natunae",0.95,0.05
"4744","Presbytis_potenziani",0.58,0.42
"4745","Presbytis_rubicunda",0.99995,5e-05
"4746","Presbytis_sabana",0.996,0.004
"4747","Presbytis_siamensis",0.996,0.004
"4748","Presbytis_siberu",0.996,0.004
"4749","Presbytis_sumatrana",0.996,0.004
"4750","Presbytis_thomasi",0.95,0.05
"4751","Priodontes_maximus",0.95,0.05
"4752","Prionailurus_bengalensis",0.99995,5e-05
"4753","Prionailurus_javanensis",0.996,0.004
"4754","Prionailurus_planiceps",0.58,0.42
"4755","Prionailurus_rubiginosus",0.996,0.004
"4756","Prionailurus_viverrinus",0.95,0.05
"4757","Prionodon_linsang",0.99995,5e-05
"4758","Prionodon_pardicolor",0.99995,5e-05
"4759","Prionomys_batesi",0.996,0.004
"4760","Procapra_gutturosa",0.99995,5e-05
"4761","Procapra_picticaudata",0.996,0.004
"4762","Procapra_przewalskii",0.58,0.42
"4763","Procavia_capensis",0.99995,5e-05
"4764","Procolobus_verus",0.95,0.05
"4765","Procyon_cancrivorus",0.99995,5e-05
"4766","Procyon_lotor",0.99995,5e-05
"4767","Procyon_pygmaeus",0.03,0.97
"4768","Proechimys_brevicauda",0.99995,5e-05
"4769","Proechimys_canicollis",0.99995,5e-05
"4770","Proechimys_chrysaeolus",0.996,0.004
"4771","Proechimys_cuvieri",0.99995,5e-05
"4772","Proechimys_decumanus",0.996,0.004
"4773","Proechimys_echinothrix",0.99995,5e-05
"4774","Proechimys_gardneri",0.996,0.004
"4775","Proechimys_goeldii",0.99995,5e-05
"4776","Proechimys_guairae",0.99995,5e-05
"4777","Proechimys_guyannensis",0.99995,5e-05
"4778","Proechimys_hoplomyoides",0.996,0.004
"4779","Proechimys_kulinae",0.996,0.004
"4780","Proechimys_longicaudatus",0.99995,5e-05
"4781","Proechimys_mincae",0.996,0.004
"4782","Proechimys_oconnelli",0.996,0.004
"4783","Proechimys_pattoni",0.99995,5e-05
"4784","Proechimys_quadruplicatus",0.99995,5e-05
"4785","Proechimys_roberti",0.99995,5e-05
"4786","Proechimys_semispinosus",0.99995,5e-05
"4787","Proechimys_simonsi",0.99995,5e-05
"4788","Proechimys_steerei",0.99995,5e-05
"4789","Proechimys_trinitatus",0.996,0.004
"4790","Proedromys_bedfordi",0.95,0.05
"4791","Proedromys_liangshanensis",0.996,0.004
"4792","Prolemur_simus",0.03,0.97
"4793","Prometheomys_schaposchnikowi",0.99995,5e-05
"4794","Promops_centralis",0.99995,5e-05
"4795","Promops_davisoni",0.996,0.004
"4796","Promops_nasutus",0.99995,5e-05
"4797","Pronolagus_crassicaudatus",0.99995,5e-05
"4798","Pronolagus_randensis",0.99995,5e-05
"4799","Pronolagus_rupestris",0.99995,5e-05
"4800","Pronolagus_saundersiae",0.99995,5e-05
"4801","Propithecus_candidus",0.03,0.97
"4802","Propithecus_coquereli",0.58,0.42
"4803","Propithecus_coronatus",0.58,0.42
"4804","Propithecus_deckenii",0.58,0.42
"4805","Propithecus_diadema",0.03,0.97
"4806","Propithecus_edwardsi",0.58,0.42
"4807","Propithecus_perrieri",0.03,0.97
"4808","Propithecus_tattersalli",0.03,0.97
"4809","Propithecus_verreauxi",0.58,0.42
"4810","Prosciurillus_abstrusus",0.996,0.004
"4811","Prosciurillus_alstoni",0.996,0.004
"4812","Prosciurillus_leucomus",0.99995,5e-05
"4813","Prosciurillus_murinus",0.99995,5e-05
"4814","Prosciurillus_rosenbergii",0.99995,5e-05
"4815","Prosciurillus_topapuensis",0.996,0.004
"4816","Prosciurillus_weberi",0.58,0.42
"4817","Proteles_cristata",0.99995,5e-05
"4818","Protochromys_fellowsi",0.99995,5e-05
"4819","Protoxerus_aubinnii",0.996,0.004
"4820","Protoxerus_stangeri",0.99995,5e-05
"4821","Psammomys_obesus",0.99995,5e-05
"4822","Psammomys_vexillaris",0.996,0.004
"4823","Pseudantechinus_bilarni",0.99995,5e-05
"4824","Pseudantechinus_macdonnellensis",0.99995,5e-05
"4825","Pseudantechinus_mimulus",0.996,0.004
"4826","Pseudantechinus_ningbing",0.99995,5e-05
"4827","Pseudantechinus_roryi",0.99995,5e-05
"4828","Pseudantechinus_woolleyae",0.99995,5e-05
"4829","Pseudocheirus_occidentalis",0.03,0.97
"4830","Pseudocheirus_peregrinus",0.99995,5e-05
"4831","Pseudochirops_albertisii",0.996,0.004
"4832","Pseudochirops_archeri",0.996,0.004
"4833","Pseudochirops_corinnae",0.996,0.004
"4834","Pseudochirops_coronatus",0.95,0.05
"4835","Pseudochirops_cupreus",0.99995,5e-05
"4836","Pseudochirulus_canescens",0.99995,5e-05
"4837","Pseudochirulus_caroli",0.99995,5e-05
"4838","Pseudochirulus_cinereus",0.996,0.004
"4839","Pseudochirulus_forbesi",0.99995,5e-05
"4840","Pseudochirulus_herbertensis",0.99995,5e-05
"4841","Pseudochirulus_larvatus",0.99995,5e-05
"4842","Pseudochirulus_mayeri",0.99995,5e-05
"4843","Pseudochirulus_schlegeli",0.95,0.05
"4844","Pseudohydromys_berniceae",0.99995,5e-05
"4845","Pseudohydromys_carlae",0.996,0.004
"4846","Pseudohydromys_eleanorae",0.996,0.004
"4847","Pseudohydromys_ellermani",0.99995,5e-05
"4848","Pseudohydromys_fuscus",0.99995,5e-05
"4849","Pseudohydromys_germani",0.996,0.004
"4850","Pseudohydromys_murinus",0.99995,5e-05
"4851","Pseudohydromys_musseri",0.996,0.004
"4852","Pseudohydromys_occidentalis",0.996,0.004
"4853","Pseudohydromys_patriciae",0.996,0.004
"4854","Pseudohydromys_pumehanae",0.996,0.004
"4855","Pseudohydromys_sandrae",0.996,0.004
"4856","Pseudois_nayaur",0.99995,5e-05
"4857","Pseudomys_albocinereus",0.99995,5e-05
"4858","Pseudomys_apodemoides",0.99995,5e-05
"4859","Pseudomys_australis",0.95,0.05
"4860","Pseudomys_bolami",0.99995,5e-05
"4861","Pseudomys_calabyi",0.95,0.05
"4862","Pseudomys_chapmani",0.99995,5e-05
"4863","Pseudomys_delicatulus",0.99995,5e-05
"4864","Pseudomys_desertor",0.99995,5e-05
"4865","Pseudomys_fieldi",0.95,0.05
"4866","Pseudomys_fumeus",0.95,0.05
"4867","Pseudomys_gracilicaudatus",0.99995,5e-05
"4868","Pseudomys_hermannsburgensis",0.99995,5e-05
"4869","Pseudomys_higginsi",0.99995,5e-05
"4870","Pseudomys_johnsoni",0.99995,5e-05
"4871","Pseudomys_nanus",0.99995,5e-05
"4872","Pseudomys_novaehollandiae",0.95,0.05
"4873","Pseudomys_occidentalis",0.996,0.004
"4874","Pseudomys_oralis",0.95,0.05
"4875","Pseudomys_patrius",0.99995,5e-05
"4876","Pseudomys_shortridgei",0.996,0.004
"4877","Pseudorca_crassidens",0.996,0.004
"4878","Pseudoryx_nghetinhensis",0.03,0.97
"4879","Pseudoryzomys_simplex",0.99995,5e-05
"4880","Ptenochirus_jagori",0.99995,5e-05
"4881","Ptenochirus_minor",0.99995,5e-05
"4882","Pteralopex_anceps",0.58,0.42
"4883","Pteralopex_atrata",0.58,0.42
"4884","Pteralopex_flanneryi",0.03,0.97
"4885","Pteralopex_pulchra",0.03,0.97
"4886","Pteralopex_taki",0.95,0.05
"4887","Pteromys_momonga",0.99995,5e-05
"4888","Pteromys_volans",0.99995,5e-05
"4889","Pteromyscus_pulverulentus",0.58,0.42
"4890","Pteronotus_davyi",0.99995,5e-05
"4891","Pteronotus_fulvus",0.996,0.004
"4892","Pteronotus_fuscus",0.996,0.004
"4893","Pteronotus_gymnonotus",0.99995,5e-05
"4894","Pteronotus_macleayii",0.99995,5e-05
"4895","Pteronotus_mesoamericanus",0.99995,5e-05
"4896","Pteronotus_mexicanus",0.996,0.004
"4897","Pteronotus_paraguanensis",0.58,0.42
"4898","Pteronotus_parnellii",0.99995,5e-05
"4899","Pteronotus_personatus",0.99995,5e-05
"4900","Pteronotus_portoricensis",0.996,0.004
"4901","Pteronotus_psilotis",0.996,0.004
"4902","Pteronotus_pusillus",0.996,0.004
"4903","Pteronotus_quadridens",0.99995,5e-05
"4904","Pteronotus_rubiginosus",0.99995,5e-05
"4905","Pteronura_brasiliensis",0.58,0.42
"4906","Pteropus_admiralitatum",0.99995,5e-05
"4907","Pteropus_aldabrensis",0.95,0.05
"4908","Pteropus_alecto",0.99995,5e-05
"4909","Pteropus_anetianus",0.95,0.05
"4910","Pteropus_argentatus",0.996,0.004
"4911","Pteropus_aruensis",0.03,0.97
"4912","Pteropus_caniceps",0.95,0.05
"4913","Pteropus_capistratus",0.996,0.004
"4914","Pteropus_chrysoproctus",0.95,0.05
"4915","Pteropus_cognatus",0.95,0.05
"4916","Pteropus_conspicillatus",0.99995,5e-05
"4917","Pteropus_dasymallus",0.95,0.05
"4918","Pteropus_ennisae",0.996,0.004
"4919","Pteropus_faunulus",0.58,0.42
"4920","Pteropus_fundatus",0.58,0.42
"4921","Pteropus_gilliardorum",0.996,0.004
"4922","Pteropus_griseus",0.996,0.004
"4923","Pteropus_howensis",0.996,0.004
"4924","Pteropus_hypomelanus",0.99995,5e-05
"4925","Pteropus_keyensis",0.996,0.004
"4926","Pteropus_livingstonii",0.03,0.97
"4927","Pteropus_lombocensis",0.996,0.004
"4928","Pteropus_lylei",0.95,0.05
"4929","Pteropus_macrotis",0.99995,5e-05
"4930","Pteropus_mahaganus",0.99995,5e-05
"4931","Pteropus_mariannus",0.58,0.42
"4932","Pteropus_medius",0.996,0.004
"4933","Pteropus_melanopogon",0.58,0.42
"4934","Pteropus_melanotus",0.95,0.05
"4935","Pteropus_molossinus",0.95,0.05
"4936","Pteropus_neohibernicus",0.99995,5e-05
"4937","Pteropus_niger",0.58,0.42
"4938","Pteropus_nitendiensis",0.58,0.42
"4939","Pteropus_ocularis",0.95,0.05
"4940","Pteropus_ornatus",0.95,0.05
"4941","Pteropus_pelagicus",0.996,0.004
"4942","Pteropus_pelewensis",0.996,0.004
"4943","Pteropus_personatus",0.99995,5e-05
"4944","Pteropus_pohlei",0.95,0.05
"4945","Pteropus_poliocephalus",0.95,0.05
"4946","Pteropus_pselaphon",0.58,0.42
"4947","Pteropus_pumilus",0.996,0.004
"4948","Pteropus_rayneri",0.996,0.004
"4949","Pteropus_rennelli",0.58,0.42
"4950","Pteropus_rodricensis",0.58,0.42
"4951","Pteropus_rufus",0.95,0.05
"4952","Pteropus_samoensis",0.996,0.004
"4953","Pteropus_scapulatus",0.99995,5e-05
"4954","Pteropus_seychellensis",0.99995,5e-05
"4955","Pteropus_speciosus",0.996,0.004
"4956","Pteropus_temminckii",0.95,0.05
"4957","Pteropus_tonganus",0.99995,5e-05
"4958","Pteropus_tuberculatus",0.03,0.97
"4959","Pteropus_ualanus",0.95,0.05
"4960","Pteropus_vampyrus",0.996,0.004
"4961","Pteropus_vetulus",0.95,0.05
"4962","Pteropus_voeltzkowi",0.95,0.05
"4963","Pteropus_woodfordi",0.99995,5e-05
"4964","Ptilocercus_lowii",0.99995,5e-05
"4965","Pudu_mephistophiles",0.996,0.004
"4966","Pudu_puda",0.996,0.004
"4967","Puma_concolor",0.99995,5e-05
"4968","Punomys_kofordi",0.95,0.05
"4969","Punomys_lemminus",0.95,0.05
"4970","Pusa_caspica",0.58,0.42
"4971","Pusa_hispida",0.99995,5e-05
"4972","Pusa_sibirica",0.99995,5e-05
"4973","Pygathrix_cinerea",0.03,0.97
"4974","Pygathrix_nemaeus",0.58,0.42
"4975","Pygathrix_nigripes",0.58,0.42
"4976","Pygeretmus_platyurus",0.99995,5e-05
"4977","Pygeretmus_pumilio",0.99995,5e-05
"4978","Pygeretmus_shitkovi",0.996,0.004
"4979","Pygoderma_bilabiatum",0.99995,5e-05
"4980","Rangifer_tarandus",0.95,0.05
"4981","Raphicerus_campestris",0.99995,5e-05
"4982","Raphicerus_melanotis",0.99995,5e-05
"4983","Raphicerus_sharpei",0.99995,5e-05
"4984","Rattus_adustus",0.996,0.004
"4985","Rattus_andamanensis",0.99995,5e-05
"4986","Sundamys_annandalei",0.99995,5e-05
"4987","Rattus_arfakiensis",0.996,0.004
"4988","Rattus_argentiventer",0.99995,5e-05
"4989","Rattus_arrogans",0.99995,5e-05
"4990","Rattus_baluensis",0.99995,5e-05
"4991","Rattus_blangorum",0.996,0.004
"4992","Rattus_bontanus",0.996,0.004
"4993","Rattus_burrus",0.58,0.42
"4994","Rattus_colletti",0.99995,5e-05
"4995","Rattus_detentus",0.996,0.004
"4996","Rattus_elaphinus",0.996,0.004
"4997","Rattus_enganus",0.996,0.004
"4998","Rattus_everetti",0.99995,5e-05
"4999","Rattus_exulans",0.99995,5e-05
"5000","Rattus_feliceus",0.996,0.004
"5001","Rattus_fuscipes",0.99995,5e-05
"5002","Rattus_giluwensis",0.99995,5e-05
"5003","Rattus_hainaldi",0.58,0.42
"5004","Rattus_hoffmanni",0.99995,5e-05
"5005","Rattus_hoogerwerfi",0.95,0.05
"5006","Rattus_jobiensis",0.99995,5e-05
"5007","Rattus_koopmani",0.996,0.004
"5008","Rattus_korinchi",0.996,0.004
"5009","Rattus_leucopus",0.99995,5e-05
"5010","Rattus_losea",0.99995,5e-05
"5011","Rattus_lugens",0.95,0.05
"5012","Rattus_lutreolus",0.99995,5e-05
"5013","Rattus_marmosurus",0.99995,5e-05
"5014","Rattus_mindorensis",0.99995,5e-05
"5015","Rattus_mollicomulus",0.99995,5e-05
"5016","Rattus_montanus",0.58,0.42
"5017","Rattus_mordax",0.99995,5e-05
"5018","Rattus_morotaiensis",0.99995,5e-05
"5019","Rattus_nikenii",0.95,0.05
"5020","Rattus_niobe",0.99995,5e-05
"5021","Rattus_nitidus",0.99995,5e-05
"5022","Rattus_norvegicus",0.99995,5e-05
"5023","Rattus_novaeguineae",0.99995,5e-05
"5024","Rattus_omichlodes",0.996,0.004
"5025","Rattus_osgoodi",0.99995,5e-05
"5026","Rattus_palmarum",0.95,0.05
"5027","Rattus_pelurus",0.996,0.004
"5028","Rattus_pococki",0.99995,5e-05
"5029","Rattus_praetor",0.99995,5e-05
"5030","Rattus_pyctoris",0.99995,5e-05
"5031","Rattus_ranjiniae",0.58,0.42
"5032","Rattus_rattus",0.99995,5e-05
"5033","Rattus_richardsoni",0.95,0.05
"5034","Rattus_salocco",0.996,0.004
"5035","Rattus_satarae",0.95,0.05
"5036","Rattus_simalurensis",0.58,0.42
"5037","Rattus_sordidus",0.99995,5e-05
"5038","Rattus_steini",0.99995,5e-05
"5039","Rattus_stoicus",0.95,0.05
"5040","Rattus_tanezumi",0.99995,5e-05
"5041","Rattus_tawitawiensis",0.996,0.004
"5042","Rattus_timorensis",0.996,0.004
"5043","Rattus_tiomanicus",0.99995,5e-05
"5044","Rattus_tunneyi",0.99995,5e-05
"5045","Rattus_vandeuseni",0.58,0.42
"5046","Rattus_verecundus",0.99995,5e-05
"5047","Rattus_villosissimus",0.99995,5e-05
"5048","Rattus_xanthurus",0.996,0.004
"5049","Ratufa_affinis",0.996,0.004
"5050","Ratufa_bicolor",0.996,0.004
"5051","Ratufa_indica",0.99995,5e-05
"5052","Ratufa_macroura",0.996,0.004
"5053","Redunca_arundinum",0.99995,5e-05
"5054","Redunca_fulvorufula",0.58,0.42
"5055","Redunca_redunca",0.99995,5e-05
"5056","Reithrodon_auritus",0.99995,5e-05
"5057","Reithrodon_typicus",0.99995,5e-05
"5058","Reithrodontomys_bakeri",0.58,0.42
"5059","Reithrodontomys_brevirostris",0.99995,5e-05
"5060","Reithrodontomys_burti",0.996,0.004
"5061","Reithrodontomys_cherrii",0.996,0.004
"5062","Reithrodontomys_chrysopsis",0.99995,5e-05
"5063","Reithrodontomys_creper",0.99995,5e-05
"5064","Reithrodontomys_darienensis",0.99995,5e-05
"5065","Reithrodontomys_fulvescens",0.99995,5e-05
"5066","Reithrodontomys_garichensis",0.996,0.004
"5067","Reithrodontomys_gracilis",0.99995,5e-05
"5068","Reithrodontomys_hirsutus",0.95,0.05
"5069","Reithrodontomys_humulis",0.99995,5e-05
"5070","Reithrodontomys_megalotis",0.99995,5e-05
"5071","Reithrodontomys_mexicanus",0.99995,5e-05
"5072","Reithrodontomys_microdon",0.99995,5e-05
"5073","Reithrodontomys_montanus",0.99995,5e-05
"5074","Reithrodontomys_musseri",0.996,0.004
"5075","Reithrodontomys_paradoxus",0.996,0.004
"5076","Reithrodontomys_raviventris",0.58,0.42
"5077","Reithrodontomys_rodriguezi",0.99995,5e-05
"5078","Reithrodontomys_spectabilis",0.03,0.97
"5079","Reithrodontomys_sumichrasti",0.99995,5e-05
"5080","Reithrodontomys_tenuirostris",0.58,0.42
"5081","Reithrodontomys_zacatecae",0.99995,5e-05
"5082","Rhabdomys_bechuanae",0.99995,5e-05
"5083","Rhabdomys_dilectus",0.99995,5e-05
"5084","Rhabdomys_intermedius",0.99995,5e-05
"5085","Rhabdomys_pumilio",0.99995,5e-05
"5086","Rhagomys_longilingua",0.99995,5e-05
"5087","Rhagomys_rufescens",0.95,0.05
"5088","Rheithrosciurus_macrotis",0.95,0.05
"5089","Rheomys_mexicanus",0.58,0.42
"5090","Rheomys_raptor",0.99995,5e-05
"5091","Rheomys_thomasi",0.996,0.004
"5092","Rheomys_underwoodi",0.99995,5e-05
"5093","Rhinoceros_sondaicus",0.03,0.97
"5094","Rhinoceros_unicornis",0.95,0.05
"5095","Rhinolophus_acuminatus",0.99995,5e-05
"5096","Rhinolophus_adami",0.996,0.004
"5097","Rhinolophus_affinis",0.99995,5e-05
"5098","Rhinolophus_alcyone",0.99995,5e-05
"5099","Rhinolophus_arcuatus",0.99995,5e-05
"5100","Rhinolophus_beddomei",0.99995,5e-05
"5101","Rhinolophus_belligerator",0.58,0.42
"5102","Rhinolophus_blasii",0.99995,5e-05
"5103","Rhinolophus_bocharicus",0.99995,5e-05
"5104","Rhinolophus_borneensis",0.99995,5e-05
"5105","Rhinolophus_canuti",0.95,0.05
"5106","Rhinolophus_capensis",0.99995,5e-05
"5107","Rhinolophus_celebensis",0.99995,5e-05
"5108","Rhinolophus_chaseni",0.996,0.004
"5109","Rhinolophus_chiewkweeae",0.996,0.004
"5110","Rhinolophus_clivosus",0.99995,5e-05
"5111","Rhinolophus_coelophyllus",0.99995,5e-05
"5112","Rhinolophus_cognatus",0.58,0.42
"5113","Rhinolophus_cohenae",0.95,0.05
"5114","Rhinolophus_convexus",0.996,0.004
"5115","Rhinolophus_cornutus",0.996,0.004
"5116","Rhinolophus_creaghi",0.99995,5e-05
"5117","Rhinolophus_damarensis",0.99995,5e-05
"5118","Rhinolophus_darlingi",0.99995,5e-05
"5119","Rhinolophus_deckenii",0.996,0.004
"5120","Rhinolophus_denti",0.99995,5e-05
"5121","Rhinolophus_eloquens",0.99995,5e-05
"5122","Rhinolophus_euryale",0.996,0.004
"5123","Rhinolophus_euryotis",0.99995,5e-05
"5124","Rhinolophus_ferrumequinum",0.99995,5e-05
"5125","Rhinolophus_formosae",0.99995,5e-05
"5126","Rhinolophus_francisi",0.996,0.004
"5127","Rhinolophus_fumigatus",0.99995,5e-05
"5128","Rhinolophus_guineensis",0.95,0.05
"5129","Rhinolophus_hildebrandtii",0.99995,5e-05
"5130","Rhinolophus_hilli",0.03,0.97
"5131","Rhinolophus_hillorum",0.996,0.004
"5132","Rhinolophus_hipposideros",0.99995,5e-05
"5133","Rhinolophus_horaceki",0.996,0.004
"5134","Rhinolophus_huananus",0.996,0.004
"5135","Rhinolophus_imaizumii",0.996,0.004
"5136","Rhinolophus_inops",0.99995,5e-05
"5137","Rhinolophus_kahuzi",0.996,0.004
"5138","Rhinolophus_keyensis",0.996,0.004
"5139","Rhinolophus_landeri",0.99995,5e-05
"5140","Rhinolophus_lanosus",0.996,0.004
"5141","Rhinolophus_lepidus",0.99995,5e-05
"5142","Rhinolophus_luctoides",0.996,0.004
"5143","Rhinolophus_luctus",0.99995,5e-05
"5144","Rhinolophus_mabuensis",0.58,0.42
"5145","Rhinolophus_maclaudi",0.58,0.42
"5146","Rhinolophus_macrotis",0.99995,5e-05
"5147","Rhinolophus_madurensis",0.95,0.05
"5148","Rhinolophus_maendeleo",0.996,0.004
"5149","Rhinolophus_malayanus",0.99995,5e-05
"5150","Rhinolophus_marshalli",0.99995,5e-05
"5151","Rhinolophus_mcintyrei",0.996,0.004
"5152","Rhinolophus_megaphyllus",0.99995,5e-05
"5153","Rhinolophus_mehelyi",0.95,0.05
"5154","Rhinolophus_microglobosus",0.99995,5e-05
"5155","Rhinolophus_mitratus",0.996,0.004
"5156","Rhinolophus_monoceros",0.996,0.004
"5157","Rhinolophus_montanus",0.58,0.42
"5158","Rhinolophus_monticolus",0.996,0.004
"5159","Rhinolophus_morio",0.996,0.004
"5160","Rhinolophus_mossambicus",0.99995,5e-05
"5161","Rhinolophus_nereis",0.996,0.004
"5162","Rhinolophus_osgoodi",0.996,0.004
"5163","Rhinolophus_paradoxolophus",0.99995,5e-05
"5164","Rhinolophus_pearsonii",0.99995,5e-05
"5165","Rhinolophus_perditus",0.996,0.004
"5166","Rhinolophus_philippinensis",0.99995,5e-05
"5167","Rhinolophus_proconsulis",0.58,0.42
"5168","Rhinolophus_pusillus",0.99995,5e-05
"5169","Rhinolophus_refulgens",0.996,0.004
"5170","Rhinolophus_rex",0.99995,5e-05
"5171","Rhinolophus_robinsoni",0.996,0.004
"5172","Rhinolophus_rouxii",0.99995,5e-05
"5173","Rhinolophus_rufus",0.996,0.004
"5174","Rhinolophus_ruwenzorii",0.95,0.05
"5175","Rhinolophus_sakejiensis",0.996,0.004
"5176","Rhinolophus_schnitzleri",0.996,0.004
"5177","Rhinolophus_sedulus",0.996,0.004
"5178","Rhinolophus_shameli",0.99995,5e-05
"5179","Rhinolophus_shortridgei",0.99995,5e-05
"5180","Rhinolophus_siamensis",0.99995,5e-05
"5181","Rhinolophus_silvestris",0.996,0.004
"5182","Rhinolophus_simulator",0.99995,5e-05
"5183","Rhinolophus_sinicus",0.99995,5e-05
"5184","Rhinolophus_smithersi",0.996,0.004
"5185","Rhinolophus_stheno",0.99995,5e-05
"5186","Rhinolophus_subbadius",0.99995,5e-05
"5187","Rhinolophus_subrufus",0.996,0.004
"5188","Rhinolophus_swinnyi",0.99995,5e-05
"5189","Rhinolophus_tatar",0.99995,5e-05
"5190","Rhinolophus_thailandensis",0.996,0.004
"5191","Rhinolophus_thomasi",0.99995,5e-05
"5192","Rhinolophus_trifoliatus",0.99995,5e-05
"5193","Rhinolophus_virgo",0.99995,5e-05
"5194","Rhinolophus_willardi",0.996,0.004
"5195","Rhinolophus_xinanzhongguoensis",0.996,0.004
"5196","Rhinolophus_yunanensis",0.99995,5e-05
"5197","Rhinolophus_ziama",0.58,0.42
"5198","Rhinonicteris_aurantia",0.99995,5e-05
"5199","Rhinophylla_alethina",0.996,0.004
"5200","Rhinophylla_fischerae",0.99995,5e-05
"5201","Rhinophylla_pumilio",0.99995,5e-05
