CatalogNumber,FullName,CommonName,Continent,Country,ProvinceStateTerritory,SeaGulf,CollectionDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,SampleType,PreparedDate,Preservation,StorageTemperature,AccessionNumber,image
CA000000763,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,2001-09-12,,Liquid Nitrogen,2021_11_08_MFS,
CA000000764,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,1995-06-02,,Liquid Nitrogen,2021_11_08_MFS,
CA000000765,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2005-07-31,,Liquid Nitrogen,2021_11_08_MFS,
CA000000766,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,2001-09-12,,Liquid Nitrogen,2021_11_08_MFS,
CA000000767,Gekko gecko,Tokay gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,,Cell Culture,2009-02-18,,Liquid Nitrogen,2021_11_08_MFS,
CA000000768,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2005-07-31,,Liquid Nitrogen,2021_11_08_MFS,
CA000000769,Chamaeleo calyptratus,Veiled chameleon,,,,,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,calyptratus,,Cell Culture,2009-02-18,,Liquid Nitrogen,2021_11_08_MFS,
CA000000770,Sarcophilus harrisii,Tasmanian devil,,,,,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,Cell Culture,2006-10-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000771,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,2002-02-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000772,Gekko gecko,Tokay gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,,Cell Culture,2009-02-18,,Liquid Nitrogen,2021_11_08_MFS,
CA000000773,Canis familiaris,Domestic dog,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,familiaris,,Cell Culture,2006-10-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000774,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,2002-02-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000775,Loxodonta africana,African elephant,,,,,,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,,Cell Culture,2006-10-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000776,Capreolus pygargus,Siberian roe deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,pygargus,,Cell Culture,1995-06-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000777,Canis familiaris,Domestic dog,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,familiaris,,Cell Culture,2007-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000778,Canis familiaris,Domestic dog,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,familiaris,,Cell Culture,2007-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000779,Chlorocebus aethiops,Savannah monkey,,,,,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,,Cell Culture,,,Liquid Nitrogen,2021_11_08_MFS,
CA000000780,Chlorocebus aethiops,Savannah monkey,,,,,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,,Cell Culture,1992-04-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000781,Chlorocebus aethiops,Savannah monkey,,,,,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,,Cell Culture,,,Liquid Nitrogen,2021_11_08_MFS,
CA000000782,Chlorocebus aethiops,Savannah monkey,,,,,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,,Cell Culture,,,Liquid Nitrogen,2021_11_08_MFS,
CA000000783,Mazama gouazoubira,Brown brocket deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,gouazoubira,,Cell Culture,1995-02-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000784,Hydropotes inermis,Water deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes,inermis,,Cell Culture,1994-02-28,,Liquid Nitrogen,2021_11_08_MFS,
CA000000785,Rattus norvegicus,Brown rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,Cell Culture,2008-04-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000786,Muntiacus muntjak vaginalis,,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,vaginalis,Cell Culture,1995-02-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000787,Rattus norvegicus,Brown rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,Cell Culture,2008-04-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000788,Rattus norvegicus,Brown rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,Cell Culture,2008-04-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000789,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2007-09-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000790,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2007-09-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000791,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2007-09-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000792,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2004-01-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000793,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2004-01-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000794,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2004-01-16,,Liquid Nitrogen,2021_11_08_MFS,
CA000000795,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2007-05-03,,Liquid Nitrogen,2021_11_08_MFS,
CA000000796,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2007-05-03,,Liquid Nitrogen,2021_11_08_MFS,
CA000000797,Crocodylus niloticus,Nile crocodile,,,,,,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,,Cell Culture,2007-04-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000798,Crocodylus niloticus,Nile crocodile,,,,,,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,,Cell Culture,2007-04-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000799,Euphractus sexcinctus,Six-banded armadillo,,,,,,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,,Cell Culture,2004-01-16,,Liquid Nitrogen,2021_11_08_MFS,
CA000000800,Crocodylus niloticus,Nile crocodile,,,,,,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,,Cell Culture,2007-04-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000801,Bubalus bubalis,Indian water buffalo,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,,Cell Culture,,,Liquid Nitrogen,2021_11_08_MFS,
CA000000802,Gekko japonicus,Japanese gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,japonicus,,Cell Culture,2008-03-31,,Liquid Nitrogen,2021_11_08_MFS,
CA000000803,Lama pacos,alpaca,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,pacos,,Cell Culture,2015-02-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000804,Goniurosaurus lichtenfelderi,Lichtenfelder's gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Goniurosaurus,lichtenfelderi,,Cell Culture,2009-10-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000805,Lama pacos,alpaca,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,pacos,,Cell Culture,2015-02-12,,Liquid Nitrogen,2021_11_08_MFS,
CA000000806,Lama pacos,alpaca,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,pacos,,Cell Culture,2015-02-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000807,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2004-01-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000808,Lama pacos,alpaca,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,pacos,,Cell Culture,2015-02-12,,Liquid Nitrogen,2021_11_08_MFS,
CA000000809,Tarentola annularis,White-spotted wall gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,,Cell Culture,2009-10-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000810,Tarentola annularis,White-spotted wall gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,,Cell Culture,2009-10-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000811,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2004-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000812,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2004-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000813,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2004-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000814,Bos taurus,Chillingham cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2006-11-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000815,Bos taurus,Chillingham cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2006-11-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000816,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-07-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000817,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-07-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000818,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-07-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000819,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-07-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000820,Equus burchelli,Plains zebra,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,burchelli,,Cell Culture,2015-02-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000821,Equus burchelli,Plains zebra,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,burchelli,,Cell Culture,2015-02-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000822,Equus burchelli,Plains zebra,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,burchelli,,Cell Culture,2015-02-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000823,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2015-01-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000824,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2015-01-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000825,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2015-01-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000826,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2015-01-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000827,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2006-11-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000828,Talpa altaica,Siberian mole,,,,,,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,altaica,,Cell Culture,2006-11-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000829,Talpa altaica,Siberian mole,,,,,,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,altaica,,Cell Culture,2006-11-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000830,Tarentola annularis,White-spotted wall gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,,Cell Culture,2009-07-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000831,Aepyprymnus rufescens,Rufous rat-kangaroo,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,,Cell Culture,2003-04-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000832,Aepyprymnus rufescens,Rufous rat-kangaroo,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,,Cell Culture,2003-04-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000833,Aepyprymnus rufescens,Rufous rat-kangaroo,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,,Cell Culture,2003-04-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000834,Aepyprymnus rufescens,Rufous rat-kangaroo,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,,Cell Culture,2003-04-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000835,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000836,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000837,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000838,Bos taurus,Cattle,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000839,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2003-05-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000840,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2005-06-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000841,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2005-06-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000842,Mus minutoides,African pygmy mouse,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,,Cell Culture,2005-06-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000843,Mus minutoides,African pygmy mouse,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,,Cell Culture,2005-06-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000844,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2003-04-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000845,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2003-04-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000846,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000847,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2003-04-30,,Liquid Nitrogen,2021_11_08_MFS,
CA000000848,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2003-04-30,,Liquid Nitrogen,2021_11_08_MFS,
CA000000849,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2003-04-30,,Liquid Nitrogen,2021_11_08_MFS,
CA000000850,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2003-04-30,,Liquid Nitrogen,2021_11_08_MFS,
CA000000851,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2003-04-30,,Liquid Nitrogen,2021_11_08_MFS,
CA000000852,Euphractus sexcinctus,Six-banded armadillo,,,,,,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000853,Euphractus sexcinctus,Six-banded armadillo,,,,,,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000854,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000855,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000856,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000857,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000858,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000859,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000860,Okapia johnstoni,Okapi,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,,Cell Culture,2004-08-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000861,Chalcides chalcides,Italian three-toed skink,,,,,,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,chalcides,,Cell Culture,2008-11-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000862,Rattus rattus,Black rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,,Cell Culture,2008-11-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000863,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2008-03-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000864,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2008-03-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000865,Rattus norvegicus,Brown rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,,Cell Culture,1992-11-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000866,Chamaeleo calyptratus,Veiled chameleon,,,,,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,calyptratus,,Cell Culture,2008-12-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000867,Chamaeleo calyptratus,Veiled chameleon,,,,,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,calyptratus,,Cell Culture,2008-12-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000868,Capreolus capreolus,European roe deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,,Cell Culture,1995-06-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000869,Capreolus pygargus,Siberian roe deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,pygargus,,Cell Culture,1995-06-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000870,Capreolus pygargus,Siberian roe deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,pygargus,,Cell Culture,2001-01-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000871,Muntiacus muntjak vaginalis,,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,vaginalis,Cell Culture,1995-06-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000872,Aepyprymnus rufescens,Rufous rat-kangaroo,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,,Cell Culture,2000-07-05,,Liquid Nitrogen,2021_11_08_MFS,
CA000000873,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2007-01-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000874,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2007-01-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000875,Canis familiaris,Domestic dog,,,,,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,familiaris,,Cell Culture,2007-01-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000876,Goniurosaurus hainanensis,Chinese cave gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Goniurosaurus,hainanensis,,Cell Culture,2009-11-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000877,Hoolock leuconedys,Eastern hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,1994-11-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000878,Muntiacus reevesi,Chinese muntjac,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,,Cell Culture,1994-09-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000879,Equus caballus,Horse,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,,Cell Culture,2014-05-22,,Liquid Nitrogen,2021_11_08_MFS,
CA000000880,Equus caballus,Horse,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,,Cell Culture,2014-05-22,,Liquid Nitrogen,2021_11_08_MFS,
CA000000881,Helarctos malayanus,Sun bear,,,,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,malayanus,,Cell Culture,1993-11-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000882,Hoolock leuconedys,Eastern hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,1998-01-22,,Liquid Nitrogen,2021_11_08_MFS,
CA000000883,Melursus ursinus,Sloth bear,,,,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,,Cell Culture,1993-11-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000884,Muntiacus muntjak vaginalis,,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,vaginalis,Cell Culture,1993-10-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000885,Sus scrofa,Domestic pig,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,Cell Culture,2014-05-06,,Liquid Nitrogen,2021_11_08_MFS,
CA000000886,Sus scrofa,Domestic pig,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,Cell Culture,2015-05-06,,Liquid Nitrogen,2021_11_08_MFS,
CA000000887,Tremarctos ornatus,Spectacled bear,,,,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,,Cell Culture,1993-11-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000888,Tremarctos ornatus,Spectacled bear,,,,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,,Cell Culture,1993-11-24,,Liquid Nitrogen,2021_11_08_MFS,
CA000000889,Tremarctos ornatus,Spectacled bear,,,,,,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,,Cell Culture,1993-11-24,,Liquid Nitrogen,2021_11_08_MFS,
